date,equity,daily_return,pnl_long,pnl_short,open_positions,longs_open,shorts_open,cum_return,running_max,drawdown
2023-05-12,742.0883333333331,-0.055867260390161266,1.095,0.0,43,39,4,13.5879365703427,1096.4849999999997,-0.3232115958418644
2023-05-15,686.9379166666664,-0.0743178597336796,-0.8300000000000003,2.4250000000000007,46,44,2,12.503792346504156,1096.4849999999997,-0.37350906153146957
2023-05-16,611.5629166666665,-0.10972607301363345,-3.7749999999999977,-4.800000000000001,49,48,1,11.022074241530698,1096.4849999999997,-0.4422514519882473
2023-05-17,562.5866666666665,-0.08008374717509996,-3.120000000000002,0.0,51,50,1,10.059301487451672,1096.4849999999997,-0.4869180456944996
2023-05-18,539.4441666666665,-0.04113588424894523,8.205000000000009,0.0,54,53,1,9.604367341589672,1096.4849999999997,-0.5080241255770332
2023-05-19,443.8001666666665,-0.17730101817766142,-1.9199999999999993,0.0,60,59,1,7.724202214795882,1096.4849999999997,-0.5952519490310706
2023-05-22,391.9951666666665,-0.11673046540090685,2.1899999999999973,0.0,61,60,1,6.705822030011136,1096.4849999999997,-0.6424983773907836
2023-05-23,278.12516666666653,-0.2904882755782278,-1.9249999999999972,-5.5,64,64,0,4.467371076600482,1096.4849999999997,-0.7463484072589534
2023-05-24,207.73066666666654,-0.2531036685521088,8.210499999999994,0.0,65,65,0,3.083559399777208,1096.4849999999997,-0.8105485559157977
2023-05-25,201.67358333333314,-0.029158349272776603,22.107916666666668,0.0,59,59,0,2.9644895485223737,1096.4849999999997,-0.8160726472926367
2023-05-26,213.99608333333313,0.06110121016510592,32.5625,0.0,62,61,1,3.2067246576240054,1096.4849999999997,-0.8048344634597526
2023-05-30,161.20158333333313,-0.2467077863185193,13.2005,0.0,61,59,2,2.1688929296900556,1096.4849999999997,-0.8529833209452631
2023-05-31,132.41908333333313,-0.17854973508841696,31.98749999999999,0.0,54,52,2,1.603087936570339,1096.4849999999997,-0.8792331100440652
2023-06-01,104.22908333333315,-0.2128847239414764,15.88,0.0,50,48,2,1.0489302797981748,1096.4849999999997,-0.904942536073605
2023-06-02,195.90908333333314,0.879600943114887,93.33500000000001,0.0,43,40,3,2.851171286285299,1096.4849999999997,-0.8213299011538387
2023-06-05,228.78408333333317,0.16780743108304094,32.875,0.0,33,30,3,3.497426446497605,1096.4849999999997,-0.7913477308551113
2023-06-06,163.22908333333316,-0.28653654154991137,-2.1049999999999986,0.0,32,29,3,2.208749426643074,1096.4849999999997,-0.851134230442429
2023-06-07,107.14408333333313,-0.34359685697350767,-1.5449999999999973,0.81,26,24,2,1.1062332088329692,1096.4849999999997,-0.9022840409733529
2023-06-08,94.71908333333312,-0.11596533950778151,8.170000000000003,-0.03999999999999999,23,22,1,0.8619831596880896,1096.4849999999997,-0.9136157053372065
2023-06-09,63.00908333333314,-0.33477942230930285,-10.879999999999995,0.0,21,20,1,0.23862951313806047,1096.4849999999997,-0.9425353896010131
2023-06-12,15.324083333333142,-0.7567956471884367,-9.885000000000003,0.0,19,18,1,-0.6987599108839563,1096.4849999999997,-0.9860243566183458
2023-06-13,0.0,-1.0,2.7299999999999995,0.6549999999999997,18,18,0,-1.0,1096.4849999999997,-1.0
2023-06-14,0.0,0.0,0.0,0.0,20,20,0,-1.0,1096.4849999999997,-1.0
2023-06-15,3.552713678800501e-15,0.0,26.394999999999996,0.0,20,20,0,-0.9999999999999999,1096.4849999999997,-1.0
2023-06-16,2.6645352591003757e-15,-0.25,13.649999999999997,0.0,30,30,0,-1.0,1096.4849999999997,-1.0
2023-06-20,-4.440892098500626e-16,-1.1666666666666667,5.969999999999997,0.0,35,35,0,-1.0,1096.4849999999997,-1.0
2023-06-21,-3.8600000000000003,0.0,-3.86,0.0,35,35,0,-1.0758796933359545,1096.4849999999997,-1.003520339995531
2023-06-22,0.0,0.0,6.974999999999999,0.0,37,37,0,-1.0,1096.4849999999997,-1.0
2023-06-23,-0.8056089581222503,0.0,-0.8056089581222503,0.0,36,36,0,-1.0158366219406771,1096.4849999999997,-1.0007347195430145
2023-06-26,-0.8056089581222503,0.0,0.0,0.0,36,36,0,-1.0158366219406771,1096.4849999999997,-1.0007347195430145
2023-06-27,-8.731973772217337,0.0,-7.926364814095086,0.0,35,35,0,-1.1716527181485619,1096.4849999999997,-1.0079636053135403
2023-06-28,-11.398917293812023,0.0,-2.6669435215946837,0.0,24,24,0,-1.224079364926519,1096.4849999999997,-1.0103958716205075
2023-06-29,-12.044691668422237,0.0,-0.6457743746102138,0.0,17,17,0,-1.236773966353887,1096.4849999999997,-1.0109848211953856
2023-06-30,-12.044691668422237,0.0,0.0,0.0,14,14,0,-1.236773966353887,1096.4849999999997,-1.0109848211953856
2023-07-03,28.611310530185307,0.0,-0.693997801392451,0.0,13,11,2,-0.4375602411994238,1096.4849999999997,-0.9739063365844627
2023-07-05,72.51131053018531,1.534358237581775,0.0,0.0,14,9,5,0.42542383585974664,1096.4849999999997,-0.9338693091741471
2023-07-06,125.92131053018534,0.7365747441258325,0.0,0.0,16,7,9,1.4753550330290022,1096.4849999999997,-0.8851591125002299
2023-07-07,143.55131053018536,0.14000807270643703,0.0,0.0,19,5,14,1.8219247204675715,1096.4849999999997,-0.8690804611734904
2023-07-10,154.05131053018536,0.07314457779047656,0.0,0.0,18,3,15,2.0283332127026807,1096.4849999999997,-0.8595044067815014
2023-07-11,154.05131053018536,0.0,0.0,0.0,17,2,15,2.0283332127026807,1096.4849999999997,-0.8595044067815014
2023-07-12,167.33131053018536,0.08620504398369186,0.0,0.0,17,0,17,2.2893908105009904,1096.4849999999997,-0.8473929779885858
2023-07-13,207.44631053018537,0.2397339737129684,0.0,-8.084999999999999,19,0,19,3.077969540597314,1096.4849999999997,-0.8108078901852871
2023-07-14,457.2063105301854,1.203974172216756,0.0,-5.479999999999991,29,0,29,7.98773954256311,1096.4849999999997,-0.5830254763811766
2023-07-17,519.0013105301854,0.1351578020179583,0.0,-15.064999999999996,32,2,30,9.20250266424583,1096.4849999999997,-0.5266681162713712
2023-07-18,496.4413105301854,-0.0434680983309153,0.0,-1.5999999999999999,35,4,31,8.759019275214968,1096.4849999999997,-0.5472429531364447
2023-07-19,579.0763105301852,0.16645472132798128,0.0,-0.6699999999999977,41,5,36,10.383454109105273,1096.4849999999997,-0.47187940507149173
2023-07-20,609.8713105301853,0.053179519590095266,0.0,0.0,48,6,42,10.988820729903386,1096.4849999999997,-0.4437942055475584
2023-07-21,730.4263105301852,0.19767284985941824,0.0,0.17999999999999974,61,6,55,13.35868509003706,1096.4849999999997,-0.33384742104982246
2023-07-24,685.0013105301852,-0.062189709413709375,0.0,10.8,62,8,54,12.465722636724694,1096.4849999999997,-0.3752752563599271
2023-07-25,685.8313105301852,0.0012116765139582404,0.0,48.96999999999999,54,9,45,12.48203873658709,1096.4849999999997,-0.3745182920603698
2023-07-26,729.3613105301854,0.06347041806293317,0.28500000000001297,21.180000000000003,54,9,45,13.337749371538932,1096.4849999999997,-0.334818706566724
2023-07-27,759.2913105301855,0.041035903012518485,-26.8,0.9600000000000111,53,7,46,13.9261118641672,1096.4849999999997,-0.3075223915236545
2023-07-28,787.3113105301856,0.03690283243256762,3.5999999999999996,15.939999999999998,54,8,46,14.476927669160322,1096.4849999999997,-0.2819680063747468
2023-07-31,810.7813105301856,0.02981031732440758,-9.399999999999997,9.669999999999995,49,7,42,14.938299794184895,1096.4849999999997,-0.260563244795701
2023-08-01,962.4163105301857,0.18702330459596195,0.0,4.2599999999999945,41,8,33,17.919133291334493,1096.4849999999997,-0.12227133929767761
2023-08-02,1023.4763105301855,0.063444477542533,-6.324999999999992,1.6449999999999994,41,7,34,19.119447818560754,1096.4849999999997,-0.06658430299531154
2023-08-03,1149.0163105301854,0.12266038667271849,-5.17500000000001,-2.1799999999999993,45,7,38,21.587307067627,1149.0163105301854,0.0
2023-08-04,1341.4463105301854,0.16747368878620006,-13.929999999999996,5.2049999999999965,52,5,47,25.3700867019891,1341.4463105301854,0.0
2023-08-07,1363.2463105301854,0.016251116298037938,0.0,-3.2550000000000052,48,6,42,25.79863004777247,1363.2463105301854,0.0
2023-08-08,1477.551310530186,0.08384765036007742,-1.6249999999999978,-6.4399999999999995,47,6,41,28.045632210147158,1477.551310530186,0.0
2023-08-09,1511.8613105301856,0.02322085179410003,0.0,-3.475000000000001,49,7,42,28.720096530964923,1511.8613105301856,0.0
2023-08-10,1554.4863105301856,0.028193723659117972,0.35,-0.47499999999999876,45,6,39,29.55801671968126,1554.4863105301856,0.0
2023-08-11,1799.4646438635189,0.1575943973734828,0.03499999999999986,1.4199999999999933,56,5,51,34.37378894954824,1799.4646438635189,0.0
2023-08-14,1982.2054771968521,0.10155288905314737,0.07999999999999993,15.570000000000007,58,5,53,37.966099414131165,1982.2054771968521,0.0
2023-08-15,2187.634227196853,0.10363645563653119,0.0,21.05999999999999,53,6,47,42.00440784739243,2187.634227196853,0.0
2023-08-16,2259.474227196853,0.032839127815280644,-0.11999999999999997,2.8799999999999972,53,5,48,43.41663509331341,2259.474227196853,0.0
2023-08-17,2365.614227196853,0.046975530290371666,0.9550000000000003,-11.750000000000009,54,4,50,45.50313008053574,2365.614227196853,0.0
2023-08-18,2566.3042271968525,0.0848363176433075,-0.09500000000000011,6.359999999999998,64,4,60,49.44828439545611,2566.3042271968525,0.0
2023-08-21,2589.4492271968525,0.00901880601478065,0.0,5.880000000000001,67,5,62,49.90326768619722,2589.4492271968525,0.0
2023-08-22,2695.512560530185,0.04095980420058244,0.0,3.413333333333343,57,6,51,51.98825556379369,2695.512560530185,0.0
2023-08-23,2700.164643863519,0.0017258622354253924,-0.03124999999999993,4.68333333333332,46,5,41,52.07970599299232,2700.164643863519,0.0
2023-08-24,2718.7596438635196,0.006886617096576057,-0.05499999999999997,18.64999999999999,37,4,33,52.44524560376489,2718.7596438635196,0.0
2023-08-25,2742.39464386352,0.00869330249672732,0.0,23.635000000000012,34,4,30,52.9098612908103,2742.39464386352,0.0
2023-08-28,2768.95664386352,0.009685695696436847,-0.098,26.659999999999997,26,3,23,53.43201580231021,2768.95664386352,0.0
2023-08-29,2736.3716438635206,-0.011767970463608918,2.0549999999999993,-34.640000000000015,12,2,10,52.79146144807393,2768.95664386352,-0.011767970463608918
2023-08-30,2747.8116438635207,0.0041807186628523025,5.380000000000001,6.06,6,1,5,53.01634841485199,2768.95664386352,-0.00763645037449772
2023-08-31,2771.4016438635203,0.008585013478882896,5.205000000000001,18.385000000000005,0,0,0,53.48007949407353,2771.4016438635203,0.0
