train_period,val_period,date,exit_date,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_date
2023-01 -> 2023-04,2023-05,2023-05-05,2023-05-16,-0.0614754098360655,0.030911535459081967,0.007808162170552942,0.21862854077548238,long,1,2023-05-05
2023-01 -> 2023-04,2023-05,2023-05-05,2023-05-16,-0.2516556291390728,0.07525143498958464,0.007808162170552942,0.21862854077548238,long,1,2023-05-05
2023-01 -> 2023-04,2023-05,2023-05-05,2023-05-16,0.8097345132743364,0.10236559843297176,0.007808162170552942,0.21862854077548238,long,1,2023-05-05
2023-01 -> 2023-04,2023-05,2023-05-05,2023-05-16,0.6114649681528663,-0.2877069469505296,0.007808162170552942,0.21862854077548238,short,-1,2023-05-05
2023-01 -> 2023-04,2023-05,2023-05-05,2023-05-16,-0.2761904761904761,0.03732480852380204,0.007808162170552942,0.21862854077548238,long,1,2023-05-05
2023-01 -> 2023-04,2023-05,2023-05-08,2023-05-17,1.073529411764706,0.03898385245189559,0.007808162170552942,0.21862854077548238,long,1,2023-05-08
2023-01 -> 2023-04,2023-05,2023-05-08,2023-05-17,-0.2280701754385966,0.17660713433160163,0.007808162170552942,0.21862854077548238,long,1,2023-05-08
2023-01 -> 2023-04,2023-05,2023-05-08,2023-05-17,-0.169657422512235,0.14347691038187266,0.007808162170552942,0.21862854077548238,long,1,2023-05-08
2023-01 -> 2023-04,2023-05,2023-05-08,2023-05-17,-0.0389610389610389,0.0714485999487374,0.007808162170552942,0.21862854077548238,long,1,2023-05-08
2023-01 -> 2023-04,2023-05,2023-05-09,2023-05-18,0.2798129384255653,0.08424572106282993,0.007808162170552942,0.21862854077548238,long,1,2023-05-09
2023-01 -> 2023-04,2023-05,2023-05-09,2023-05-18,-0.1396226415094338,0.037495303273124676,0.007808162170552942,0.21862854077548238,long,1,2023-05-09
2023-01 -> 2023-04,2023-05,2023-05-09,2023-05-18,-0.1006711409395972,0.03562824414289871,0.007808162170552942,0.21862854077548238,long,1,2023-05-09
2023-01 -> 2023-04,2023-05,2023-05-09,2023-05-18,-0.0574647887323943,0.16882884477491877,0.007808162170552942,0.21862854077548238,long,1,2023-05-09
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.0299829642248723,0.1775776377024991,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.2070063694267516,0.20761033811435756,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,0.0347222222222222,0.06137155102970807,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,0.1641891891891893,0.021025094171548835,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.0171428571428571,0.03516948496423634,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.1254901960784314,0.14823919387130313,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.1748633879781421,0.047354328289978986,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-10,2023-05-19,-0.2159090909090908,0.10092367964101535,0.007808162170552942,0.21862854077548238,long,1,2023-05-10
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,-0.2166666666666666,0.028470698051999088,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,-0.2396313364055299,0.06511956520747907,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,-0.1544117647058824,0.04174062861645571,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,0.0932173913043478,0.09794678677758409,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,0.1094224924012156,0.02973018490893201,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-11,2023-05-22,-0.0988593155893535,0.09498095681438085,0.007808162170552942,0.21862854077548238,long,1,2023-05-11
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,-0.0459518599562365,0.03117676857811398,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,0.55,-0.2294597648353873,0.007808162170552942,0.21862854077548238,short,-1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,-0.0340557275541795,0.11150954792955892,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,-0.0367647058823529,0.0760167660179487,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,0.2389578163771712,0.1996703171842336,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,-0.1898148148148148,0.20305634403134654,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,-0.1853281853281852,0.03731863544364672,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-12,2023-05-23,0.1033707865168539,0.17910802248392438,0.007808162170552942,0.21862854077548238,long,1,2023-05-12
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,0.2151238591916558,0.10457370262476696,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,0.0957910014513787,0.1115549849016755,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,-0.1663405088062621,0.08807850690684006,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,-0.0130293159609122,0.14930148624719924,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,-0.0784982935153583,0.0545389703136217,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,0.5550617283950616,0.03942382759031305,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,0.252037617554859,0.0382664632078294,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,-0.1632653061224489,0.17938356061234537,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-15,2023-05-24,0.1618625277161861,0.12532140262815644,0.007808162170552942,0.21862854077548238,long,1,2023-05-15
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,-0.1094890510948906,0.05362409020986399,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,-0.0339832869080779,0.030798156719540674,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,0.1887905604719763,0.15832598155522842,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,0.252314814814815,0.0806904366312956,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,0.3954983922829583,0.1516779268269718,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,0.2568393094289508,0.07501099842800757,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,-0.0601265822784811,0.17646892148974866,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,0.0690423162583518,0.0743225957656732,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,1.070921985815603,0.10528429043376836,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-16,2023-05-25,-0.1735357917570497,0.2122759611259103,0.007808162170552942,0.21862854077548238,long,1,2023-05-16
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,0.1359223300970872,0.19606325294611993,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,0.6397849462365592,0.14246195730258912,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,1.2977995110024452,0.305550300652245,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,-0.0530612244897958,0.06347279286945089,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,0.423963133640553,0.28070651351484255,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-17,2023-05-26,0.5712143928035981,0.12901840882175145,0.007808162170552942,0.21862854077548238,long,1,2023-05-17
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,-0.0640522875816992,0.08618816136804931,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,-0.2,0.07412435372166397,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,0.9320987654320988,0.16755912968451966,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,0.5027027027027028,0.033078171097881554,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,0.2797020484171321,0.10366597605987819,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,0.6933649289099527,0.13435601458602922,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-18,2023-05-30,0.2815315315315315,0.24368522661330105,0.007808162170552942,0.21862854077548238,long,1,2023-05-18
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.2442396313364056,0.16875902803257076,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.5409429280397022,0.014617050602273064,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.8850931677018636,0.08515392462911754,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.0163043478260869,0.2020658384086198,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.0372340425531914,0.12063869711858617,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.0862385321100917,0.105792654730468,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.1121372031662268,0.025570042199392108,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,-0.1247002398081534,0.07619280928476109,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,-0.1709090909090908,0.023986703442832963,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.1976351351351349,0.13695895043324385,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.5187580853816297,0.03162333453131558,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.3966759002770083,0.16198636444482392,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,0.2102272727272727,0.046798702709062605,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-19,2023-05-31,2.2499999999999996,0.04032493846728983,0.007808162170552942,0.21862854077548238,long,1,2023-05-19
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.0720524017467249,0.02651673855153687,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.5035460992907801,0.16921202718255524,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.2694267515923566,0.06287921417509053,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.2422628951747089,0.1734551357603843,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.1425925925925925,0.10057308320082312,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,0.0786516853932583,0.20094463137814964,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-22,2023-06-01,-0.0632054176072233,0.13601555691139258,0.007808162170552942,0.21862854077548238,long,1,2023-05-22
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,-0.1029082774049217,0.21048871526106935,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.4540845070422534,0.1381891183024751,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.6608575380359614,0.27380151814029796,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,1.6780342516753537,0.025980164336156613,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,1.2620689655172412,0.015626053205320872,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.2218430034129695,0.19978505502573854,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.21978021978022,0.2933262151291706,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.5985203452527746,0.06197496637314906,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.4977917981072556,0.09601814489583717,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,0.0197802197802197,0.008959299856233793,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-23,2023-06-02,-0.1189931350114417,0.10250697456283146,0.007808162170552942,0.21862854077548238,long,1,2023-05-23
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.2437837837837838,0.15774961276325528,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.3833333333333332,0.12327691642567985,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.3431693989071037,0.19883764447914984,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,-0.0875399361022365,0.08048800568483137,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,1.5102040816326527,0.11757886346085616,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.9743589743589745,0.013583595266309709,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.4650943396226413,0.2748652674694274,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,-0.1140350877192981,0.008425057466740734,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,0.7360493827160495,0.03581146995077841,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-24,2023-06-05,-0.1276595744680852,0.12031348051168349,0.007808162170552942,0.21862854077548238,long,1,2023-05-24
2023-01 -> 2023-04,2023-05,2023-05-25,2023-06-06,2.7887323943661975,0.2037717341113158,0.007808162170552942,0.21862854077548238,long,1,2023-05-25
2023-01 -> 2023-04,2023-05,2023-05-25,2023-06-06,-0.12046783625731,0.12638861157600018,0.007808162170552942,0.21862854077548238,long,1,2023-05-25
2023-01 -> 2023-04,2023-05,2023-05-25,2023-06-06,-0.1728358208955223,0.025347147194280356,0.007808162170552942,0.21862854077548238,long,1,2023-05-25
2023-01 -> 2023-04,2023-05,2023-05-25,2023-06-06,-0.074245939675174,0.26899589047521355,0.007808162170552942,0.21862854077548238,long,1,2023-05-25
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.1087248322147651,-0.24383980175364925,0.007808162170552942,0.21862854077548238,short,-1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.1402135231316724,0.09367463848900923,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.008695652173913,0.024323927722320893,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.1347826086956521,0.0415233017401391,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.204040404040404,0.1774788272340157,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,0.811827956989247,0.07879509131791276,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,0.6763285024154589,0.06706695770170026,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,0.1583333333333333,0.08938815576011426,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-26,2023-06-07,-0.2613636363636363,0.11138780122967652,0.007808162170552942,0.21862854077548238,long,1,2023-05-26
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,1.542857142857143,0.19530702481198275,0.007808162170552942,0.21862854077548238,long,1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,0.5805725971370143,0.16422978839428895,0.007808162170552942,0.21862854077548238,long,1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,-0.0710526315789472,0.14014044072916507,0.007808162170552942,0.21862854077548238,long,1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,-0.2653352353780313,0.03465140741929296,0.007808162170552942,0.21862854077548238,long,1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,-0.1368948247078464,0.17902909244692383,0.007808162170552942,0.21862854077548238,long,1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-30,2023-06-08,0.0300751879699248,-0.2393619432419092,0.007808162170552942,0.21862854077548238,short,-1,2023-05-30
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.1169230769230769,0.1580599875115493,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.2639296187683284,0.024187542494407206,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.2506265664160401,0.23225710001630712,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.1934156378600822,0.0831436537243448,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.2235701906412477,0.02926476816987234,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,0.903061224489796,0.1800441601847926,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-04,2023-05,2023-05-31,2023-06-09,-0.0012944983818769,0.027360025775386453,0.007808162170552942,0.21862854077548238,long,1,2023-05-31
2023-01 -> 2023-05,2023-06,2023-06-01,2023-06-12,-0.28698752228164,0.23252596049890836,0.12962717516071925,0.2736573697837406,long,1,2023-06-01
2023-01 -> 2023-05,2023-06,2023-06-01,2023-06-12,1.1238532110091746,0.5297177790854379,0.12962717516071925,0.2736573697837406,long,1,2023-06-01
2023-01 -> 2023-05,2023-06,2023-06-01,2023-06-12,1.0662983425414363,0.22921624785928915,0.12962717516071925,0.2736573697837406,long,1,2023-06-01
2023-01 -> 2023-05,2023-06,2023-06-02,2023-06-13,-0.2793176972281448,-0.33568783480999764,0.12962717516071925,0.2736573697837406,short,-1,2023-06-02
2023-01 -> 2023-05,2023-06,2023-06-02,2023-06-13,0.0872641509433962,0.13302181609758706,0.12962717516071925,0.2736573697837406,long,1,2023-06-02
2023-01 -> 2023-05,2023-06,2023-06-02,2023-06-13,1.6195121951219515,0.4819042197042918,0.12962717516071925,0.2736573697837406,long,1,2023-06-02
2023-01 -> 2023-05,2023-06,2023-06-02,2023-06-13,1.0350877192982453,0.22368480701635707,0.12962717516071925,0.2736573697837406,long,1,2023-06-02
2023-01 -> 2023-05,2023-06,2023-06-06,2023-06-15,0.0816044260027659,0.1434022491905229,0.12962717516071925,0.2736573697837406,long,1,2023-06-06
2023-01 -> 2023-05,2023-06,2023-06-06,2023-06-15,0.3610526315789475,0.13253114514046754,0.12962717516071925,0.2736573697837406,long,1,2023-06-06
2023-01 -> 2023-05,2023-06,2023-06-06,2023-06-15,0.6353413654618474,0.5218277145406526,0.12962717516071925,0.2736573697837406,long,1,2023-06-06
2023-01 -> 2023-05,2023-06,2023-06-07,2023-06-16,0.4405315614617939,0.3562762787189277,0.12962717516071925,0.2736573697837406,long,1,2023-06-07
2023-01 -> 2023-05,2023-06,2023-06-07,2023-06-16,0.2363919129082426,0.37803983094639815,0.12962717516071925,0.2736573697837406,long,1,2023-06-07
2023-01 -> 2023-05,2023-06,2023-06-07,2023-06-16,-0.0711656441717792,0.22774561423944506,0.12962717516071925,0.2736573697837406,long,1,2023-06-07
2023-01 -> 2023-05,2023-06,2023-06-08,2023-06-20,0.3619596541786742,0.1731803118264997,0.12962717516071925,0.2736573697837406,long,1,2023-06-08
2023-01 -> 2023-05,2023-06,2023-06-08,2023-06-20,0.0706521739130434,0.2772009514250637,0.12962717516071925,0.2736573697837406,long,1,2023-06-08
2023-01 -> 2023-05,2023-06,2023-06-08,2023-06-20,-0.1641137855579868,0.26543662349090275,0.12962717516071925,0.2736573697837406,long,1,2023-06-08
2023-01 -> 2023-05,2023-06,2023-06-09,2023-06-21,-0.0655737704918031,0.529743048672956,0.12962717516071925,0.2736573697837406,long,1,2023-06-09
2023-01 -> 2023-05,2023-06,2023-06-09,2023-06-21,-0.2682926829268293,0.21176396521316002,0.12962717516071925,0.2736573697837406,long,1,2023-06-09
2023-01 -> 2023-05,2023-06,2023-06-09,2023-06-21,-0.2116504854368932,0.14050218696444206,0.12962717516071925,0.2736573697837406,long,1,2023-06-09
2023-01 -> 2023-05,2023-06,2023-06-09,2023-06-21,-0.1613832853025937,0.19002293052173164,0.12962717516071925,0.2736573697837406,long,1,2023-06-09
2023-01 -> 2023-05,2023-06,2023-06-09,2023-06-21,-0.1465968586387435,0.2336120500077505,0.12962717516071925,0.2736573697837406,long,1,2023-06-09
2023-01 -> 2023-05,2023-06,2023-06-12,2023-06-22,0.1845238095238095,0.1773650627202058,0.12962717516071925,0.2736573697837406,long,1,2023-06-12
2023-01 -> 2023-05,2023-06,2023-06-13,2023-06-23,-0.1505216095380031,0.29113997253688106,0.12962717516071925,0.2736573697837406,long,1,2023-06-13
2023-01 -> 2023-05,2023-06,2023-06-13,2023-06-23,-0.1121495327102803,0.1453957161588302,0.12962717516071925,0.2736573697837406,long,1,2023-06-13
2023-01 -> 2023-05,2023-06,2023-06-13,2023-06-23,0.2457142857142855,0.17550282205027481,0.12962717516071925,0.2736573697837406,long,1,2023-06-13
2023-01 -> 2023-05,2023-06,2023-06-14,2023-06-26,0.2913752913752914,0.1839285326445169,0.12962717516071925,0.2736573697837406,long,1,2023-06-14
2023-01 -> 2023-05,2023-06,2023-06-14,2023-06-26,-0.142113095238095,0.19976620616603116,0.12962717516071925,0.2736573697837406,long,1,2023-06-14
2023-01 -> 2023-05,2023-06,2023-06-15,2023-06-27,-0.2699478001491424,0.18826992413763297,0.12962717516071925,0.2736573697837406,long,1,2023-06-15
2023-01 -> 2023-05,2023-06,2023-06-15,2023-06-27,-0.2828282828282829,0.3184936536936833,0.12962717516071925,0.2736573697837406,long,1,2023-06-15
2023-01 -> 2023-05,2023-06,2023-06-15,2023-06-27,-0.3245459871118922,0.3147515913808496,0.12962717516071925,0.2736573697837406,long,1,2023-06-15
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,0.654501216545012,0.1519419168409948,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,0.5423728813559323,0.15505618489283363,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.2084382871536525,0.4957421490600936,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.2758620689655172,0.3342171084385636,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.3020134228187919,0.4367741362660584,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.1891891891891891,0.3201452543036012,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.026431718061674,0.5819344286789807,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.2093023255813953,0.230117298072782,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.2186813186813187,0.16085412992660866,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
2023-01 -> 2023-05,2023-06,2023-06-16,2023-06-28,-0.250308261405672,0.2034218110366587,0.12962717516071925,0.2736573697837406,long,1,2023-06-16
