train_period,val_period,ticker,date,exit_date,exdate,strike,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_premium,exit_premium,entry_date,trade_profit,trade_cost,trade_return
2023-01 -> 2023-03,2023-04,NVDA,2023-04-05,2023-04-17,2023-05-05,27.0,-0.2811355311355311,-0.034390557670914895,0.2123364588825427,0.008493458355301709,short,-1,27.299999999999997,19.625,2023-04-05,7.674999999999997,27.299999999999997,0.2811355311355311
2023-01 -> 2023-03,2023-04,PLTR,2023-04-05,2023-04-17,2023-05-05,8.0,-0.0361990950226244,-0.14986337008247946,0.2123364588825427,0.008493458355301709,short,-1,1.105,1.065,2023-04-05,0.040000000000000036,1.105,0.036199095022624465
2023-01 -> 2023-03,2023-04,MSFT,2023-04-05,2023-04-17,2023-05-05,285.0,-0.150259067357513,-0.021685693550638166,0.2123364588825427,0.008493458355301709,short,-1,19.3,16.4,2023-04-05,2.900000000000002,19.3,0.15025906735751307
2023-01 -> 2023-03,2023-04,AAPL,2023-04-05,2023-04-17,2023-05-05,165.0,-0.2056074766355139,-0.06525411584640832,0.2123364588825427,0.008493458355301709,short,-1,10.7,8.5,2023-04-05,2.1999999999999993,10.7,0.20560747663551396
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-06,2023-04-18,2023-05-05,108.0,-0.1415549597855228,-0.0555338491257888,0.2123364588825427,0.008493458355301709,short,-1,9.325,8.004999999999999,2023-04-06,1.3200000000000003,9.325,0.14155495978552282
2023-01 -> 2023-03,2023-04,SOFI,2023-04-06,2023-04-18,2023-05-05,5.5,-0.0210526315789473,0.2283033570359344,0.2123364588825427,0.008493458355301709,long,1,0.95,0.9299999999999999,2023-04-06,-0.020000000000000018,0.95,-0.02105263157894739
2023-01 -> 2023-03,2023-04,TSLA,2023-04-06,2023-04-18,2023-05-05,185.0,-0.2113502935420743,-0.09257300919780594,0.2123364588825427,0.008493458355301709,short,-1,25.549999999999997,20.15,2023-04-06,5.399999999999999,25.549999999999997,0.21135029354207432
2023-01 -> 2023-03,2023-04,NIO,2023-04-06,2023-04-18,2023-05-05,9.0,-0.2038461538461537,-0.19327085638237243,0.2123364588825427,0.008493458355301709,short,-1,1.3,1.0350000000000001,2023-04-06,0.2649999999999999,1.3,0.20384615384615376
2023-01 -> 2023-03,2023-04,MARA,2023-04-06,2023-04-18,2023-05-05,8.0,0.8744075829383889,-0.09083867635109155,0.2123364588825427,0.008493458355301709,short,-1,2.11,3.9550000000000005,2023-04-06,-1.8450000000000006,2.11,-0.8744075829383889
2023-01 -> 2023-03,2023-04,AAPL,2023-04-06,2023-04-18,2023-05-05,165.0,-0.1903614457831326,-0.2371665308050058,0.2123364588825427,0.008493458355301709,short,-1,10.375,8.399999999999999,2023-04-06,1.9750000000000014,10.375,0.19036144578313266
2023-01 -> 2023-03,2023-04,AAPL,2023-04-10,2023-04-19,2023-05-12,162.5,-0.0675555555555555,-0.045709821551622024,0.2123364588825427,0.008493458355301709,short,-1,11.25,10.49,2023-04-10,0.7599999999999998,11.25,0.06755555555555554
2023-01 -> 2023-03,2023-04,NIO,2023-04-10,2023-04-19,2023-05-12,9.0,-0.2062937062937063,-0.06457616351127254,0.2123364588825427,0.008493458355301709,short,-1,1.4300000000000002,1.135,2023-04-10,0.29500000000000015,1.4300000000000002,0.20629370629370639
2023-01 -> 2023-03,2023-04,AMZN,2023-04-11,2023-04-20,2023-05-12,100.0,-0.0660287081339712,-0.06291417524234687,0.2123364588825427,0.008493458355301709,short,-1,10.45,9.76,2023-04-11,0.6899999999999995,10.45,0.06602870813397124
2023-01 -> 2023-03,2023-04,AAPL,2023-04-11,2023-04-20,2023-05-12,160.0,0.0013452914798205,-0.05917478545145899,0.2123364588825427,0.008493458355301709,short,-1,11.15,11.165,2023-04-11,-0.014999999999998792,11.15,-0.0013452914798205194
2023-01 -> 2023-03,2023-04,NIO,2023-04-11,2023-04-20,2023-05-12,9.5,0.0774410774410775,-0.1594172022154975,0.2123364588825427,0.008493458355301709,short,-1,1.485,1.6,2023-04-11,-0.11499999999999999,1.485,-0.07744107744107744
2023-01 -> 2023-03,2023-04,SOFI,2023-04-11,2023-04-20,2023-05-12,6.0,-0.0990099009900991,0.2483924574701879,0.2123364588825427,0.008493458355301709,long,1,1.01,0.9099999999999999,2023-04-11,-0.10000000000000009,1.01,-0.0990099009900991
2023-01 -> 2023-03,2023-04,MARA,2023-04-11,2023-04-20,2023-05-12,10.0,-0.1914191419141914,-0.21590690796375503,0.2123364588825427,0.008493458355301709,short,-1,3.03,2.45,2023-04-11,0.5799999999999996,3.03,0.19141914191419132
2023-01 -> 2023-03,2023-04,AAPL,2023-04-12,2023-04-21,2023-05-12,160.0,-0.0454756380510439,-0.05580527817881818,0.2123364588825427,0.008493458355301709,short,-1,10.775,10.285,2023-04-12,0.4900000000000002,10.775,0.045475638051044105
2023-01 -> 2023-03,2023-04,INTC,2023-04-12,2023-04-21,2023-05-12,32.0,-0.0636942675159236,-0.04040588129684498,0.2123364588825427,0.008493458355301709,short,-1,3.14,2.94,2023-04-12,0.20000000000000018,3.14,0.06369426751592362
2023-01 -> 2023-03,2023-04,MSFT,2023-04-12,2023-04-21,2023-05-12,285.0,-0.176923076923077,-0.04783219865246582,0.2123364588825427,0.008493458355301709,short,-1,19.5,16.049999999999997,2023-04-12,3.450000000000003,19.5,0.17692307692307707
2023-01 -> 2023-03,2023-04,TSLA,2023-04-12,2023-04-21,2023-05-12,180.0,-0.2590693257359924,-0.06560835413545499,0.2123364588825427,0.008493458355301709,short,-1,26.325,19.505,2023-04-12,6.82,26.325,0.2590693257359924
2023-01 -> 2023-03,2023-04,AAPL,2023-04-13,2023-04-24,2023-05-12,165.0,-0.1666666666666667,-0.10092751424290568,0.2123364588825427,0.008493458355301709,short,-1,10.35,8.625,2023-04-13,1.7249999999999996,10.35,0.16666666666666663
2023-01 -> 2023-03,2023-04,AMD,2023-04-13,2023-04-24,2023-05-12,92.0,-0.1604819277108433,0.24949064164565135,0.2123364588825427,0.008493458355301709,long,1,10.375,8.71,2023-04-13,-1.6649999999999991,10.375,-0.1604819277108433
2023-01 -> 2023-03,2023-04,MSFT,2023-04-13,2023-04-24,2023-05-12,290.0,-0.099866844207723,-0.14911284208044456,0.2123364588825427,0.008493458355301709,short,-1,18.775,16.9,2023-04-13,1.875,18.775,0.09986684420772304
2023-01 -> 2023-03,2023-04,SOFI,2023-04-14,2023-04-25,2023-05-19,6.0,-0.1047619047619048,-0.11535780934080221,0.2123364588825427,0.008493458355301709,short,-1,1.05,0.94,2023-04-14,0.1100000000000001,1.05,0.10476190476190485
2023-01 -> 2023-03,2023-04,NIO,2023-04-14,2023-04-25,2023-05-12,9.5,0.3295880149812734,-0.12457823607506308,0.2123364588825427,0.008493458355301709,short,-1,1.335,1.775,2023-04-14,-0.43999999999999995,1.335,-0.3295880149812734
2023-01 -> 2023-03,2023-04,NIO,2023-04-14,2023-04-25,2023-05-19,10.0,0.3927492447129914,-0.1868380667741138,0.2123364588825427,0.008493458355301709,short,-1,1.6549999999999998,2.3050000000000006,2023-04-14,-0.6500000000000008,1.6549999999999998,-0.39274924471299144
2023-01 -> 2023-03,2023-04,AMZN,2023-04-14,2023-04-25,2023-05-12,103.0,-0.0485933503836316,-0.06959358585911973,0.2123364588825427,0.008493458355301709,short,-1,9.775,9.3,2023-04-14,0.47499999999999964,9.775,0.048593350383631675
2023-01 -> 2023-03,2023-04,TSLA,2023-04-14,2023-04-25,2023-05-19,185.0,0.0035714285714285,-0.09446074805239109,0.2123364588825427,0.008493458355301709,short,-1,26.6,26.695,2023-04-14,-0.09499999999999886,26.6,-0.0035714285714285284
2023-01 -> 2023-03,2023-04,MARA,2023-04-14,2023-04-25,2023-05-19,12.0,-0.008974358974359,-0.13969361101466227,0.2123364588825427,0.008493458355301709,short,-1,3.9,3.865,2023-04-14,0.0349999999999997,3.9,0.008974358974358897
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-14,2023-04-25,2023-05-19,110.0,-0.0178378378378377,-0.13117724700325137,0.2123364588825427,0.008493458355301709,short,-1,9.25,9.085,2023-04-14,0.16499999999999915,9.25,0.017837837837837746
2023-01 -> 2023-03,2023-04,SOFI,2023-04-14,2023-04-25,2023-05-12,6.0,-0.0837696335078534,-0.11102203835438107,0.2123364588825427,0.008493458355301709,short,-1,0.955,0.875,2023-04-14,0.07999999999999996,0.955,0.08376963350785337
2023-01 -> 2023-03,2023-04,NFLX,2023-04-14,2023-04-25,2023-05-19,340.0,-0.3487241798298907,-0.056969891909829894,0.2123364588825427,0.008493458355301709,short,-1,41.15,26.799999999999997,2023-04-14,14.350000000000001,41.15,0.3487241798298907
2023-01 -> 2023-03,2023-04,INTC,2023-04-14,2023-04-25,2023-05-12,32.0,0.2517123287671234,-0.04465551102807881,0.2123364588825427,0.008493458355301709,short,-1,2.92,3.6550000000000002,2023-04-14,-0.7350000000000003,2.92,-0.2517123287671234
2023-01 -> 2023-03,2023-04,AAPL,2023-04-14,2023-04-25,2023-05-12,165.0,-0.0862944162436547,-0.08247145581125401,0.2123364588825427,0.008493458355301709,short,-1,9.85,9.0,2023-04-14,0.8499999999999996,9.85,0.08629441624365479
2023-01 -> 2023-03,2023-04,AAPL,2023-04-14,2023-04-25,2023-05-19,165.0,-0.0687203791469195,-0.13363803848880987,0.2123364588825427,0.008493458355301709,short,-1,10.55,9.825,2023-04-14,0.7250000000000014,10.55,0.06872037914691956
2023-01 -> 2023-03,2023-04,PLTR,2023-04-14,2023-04-25,2023-05-19,9.0,0.0947368421052631,-0.08681844940877041,0.2123364588825427,0.008493458355301709,short,-1,1.425,1.56,2023-04-14,-0.135,1.425,-0.09473684210526316
2023-01 -> 2023-03,2023-04,BABA,2023-04-14,2023-04-25,2023-05-19,95.0,0.3187192118226603,-0.14524304043478606,0.2123364588825427,0.008493458355301709,short,-1,10.15,13.385,2023-04-14,-3.2349999999999994,10.15,-0.31871921182266005
2023-01 -> 2023-03,2023-04,MSFT,2023-04-14,2023-04-25,2023-05-12,285.0,-0.0226628895184137,-0.1272750380688075,0.2123364588825427,0.008493458355301709,short,-1,17.650000000000002,17.25,2023-04-14,0.40000000000000213,17.650000000000002,0.022662889518413717
2023-01 -> 2023-03,2023-04,TSLA,2023-04-14,2023-04-25,2023-05-12,185.0,0.0365503080082137,-0.02827404210129954,0.2123364588825427,0.008493458355301709,short,-1,24.35,25.240000000000002,2023-04-14,-0.8900000000000006,24.35,-0.03655030800821357
2023-01 -> 2023-03,2023-04,COIN,2023-04-14,2023-04-25,2023-05-19,70.0,-0.0073550212164072,-0.21784857258891582,0.2123364588825427,0.008493458355301709,short,-1,17.675,17.545,2023-04-14,0.129999999999999,17.675,0.007355021216407298
2023-01 -> 2023-03,2023-04,RIVN,2023-04-14,2023-04-25,2023-05-19,12.5,-0.207142857142857,-0.009761830557481048,0.2123364588825427,0.008493458355301709,short,-1,2.8,2.22,2023-04-14,0.5799999999999996,2.8,0.20714285714285702
2023-01 -> 2023-03,2023-04,AMD,2023-04-14,2023-04-25,2023-05-19,90.0,-0.0639269406392693,0.41306640209353973,0.2123364588825427,0.008493458355301709,long,1,10.95,10.25,2023-04-14,-0.6999999999999993,10.95,-0.06392694063926935
2023-01 -> 2023-03,2023-04,AMZN,2023-04-14,2023-04-25,2023-05-19,105.0,-0.0358851674641148,-0.1347388151657119,0.2123364588825427,0.008493458355301709,short,-1,10.45,10.075,2023-04-14,0.375,10.45,0.03588516746411483
2023-01 -> 2023-03,2023-04,SOFI,2023-04-17,2023-04-26,2023-05-19,6.0,-0.0547263681592039,-0.05572717084145282,0.2123364588825427,0.008493458355301709,short,-1,1.005,0.95,2023-04-17,0.05499999999999994,1.005,0.054726368159203925
2023-01 -> 2023-03,2023-04,AMZN,2023-04-17,2023-04-26,2023-05-19,105.0,0.004950495049505,-0.1499848057390695,0.2123364588825427,0.008493458355301709,short,-1,10.1,10.15,2023-04-17,-0.05000000000000071,10.1,-0.004950495049505021
2023-01 -> 2023-03,2023-04,NFLX,2023-04-17,2023-04-26,2023-05-19,335.0,-0.4096310193871168,0.25326370766169143,0.2123364588825427,0.008493458355301709,long,1,39.974999999999994,23.6,2023-04-17,-16.374999999999993,39.974999999999994,-0.4096310193871168
2023-01 -> 2023-03,2023-04,BABA,2023-04-17,2023-04-26,2023-05-19,95.0,0.3228070175438595,-0.11872529837717526,0.2123364588825427,0.008493458355301709,short,-1,9.975,13.195,2023-04-17,-3.2200000000000006,9.975,-0.3228070175438597
2023-01 -> 2023-03,2023-04,NIO,2023-04-17,2023-04-26,2023-05-19,10.0,0.6038961038961037,-0.10800415675599387,0.2123364588825427,0.008493458355301709,short,-1,1.54,2.4699999999999998,2023-04-17,-0.9299999999999997,1.54,-0.6038961038961037
2023-01 -> 2023-03,2023-04,NVDA,2023-04-17,2023-04-26,2023-05-19,27.0,-0.1424474187380496,0.24564358219858068,0.2123364588825427,0.008493458355301709,long,1,26.15,22.425,2023-04-17,-3.724999999999998,26.15,-0.14244741873804964
2023-01 -> 2023-03,2023-04,COIN,2023-04-17,2023-04-26,2023-05-19,70.0,0.1294294294294295,-0.0499361765942977,0.2123364588825427,0.008493458355301709,short,-1,16.65,18.805,2023-04-17,-2.155000000000001,16.65,-0.1294294294294295
2023-01 -> 2023-03,2023-04,MARA,2023-04-17,2023-04-26,2023-05-19,11.0,-0.095808383233533,-0.1794069400088076,0.2123364588825427,0.008493458355301709,short,-1,3.34,3.0199999999999996,2023-04-17,0.3200000000000003,3.34,0.09580838323353302
2023-01 -> 2023-03,2023-04,NFLX,2023-04-18,2023-04-27,2023-05-19,335.0,-0.4601769911504424,0.30481454925405804,0.2123364588825427,0.008493458355301709,long,1,39.55,21.35,2023-04-18,-18.199999999999996,39.55,-0.4601769911504424
2023-01 -> 2023-03,2023-04,META,2023-04-18,2023-04-27,2023-05-19,220.0,-0.0502057613168725,0.2450544199456043,0.2123364588825427,0.008493458355301709,long,1,24.3,23.08,2023-04-18,-1.2200000000000024,24.3,-0.05020576131687252
2023-01 -> 2023-03,2023-04,MARA,2023-04-18,2023-04-27,2023-05-19,12.0,-0.0623229461756374,-0.0695889806801347,0.2123364588825427,0.008493458355301709,short,-1,3.53,3.31,2023-04-18,0.21999999999999975,3.53,0.06232294617563733
2023-01 -> 2023-03,2023-04,BABA,2023-04-18,2023-04-27,2023-05-19,95.0,0.2543535620052768,-0.16602191272259953,0.2123364588825427,0.008493458355301709,short,-1,9.475,11.885,2023-04-18,-2.41,9.475,-0.2543535620052771
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-18,2023-04-27,2023-05-19,105.0,-0.2210526315789474,-0.02702112660664596,0.2123364588825427,0.008493458355301709,short,-1,8.55,6.66,2023-04-18,1.8900000000000006,8.55,0.22105263157894742
2023-01 -> 2023-03,2023-04,TSLA,2023-04-18,2023-04-27,2023-05-19,185.0,0.0799188640973628,0.25180866226714493,0.2123364588825427,0.008493458355301709,long,1,24.65,26.619999999999997,2023-04-18,1.9699999999999989,24.65,0.07991886409736304
2023-01 -> 2023-03,2023-04,PLTR,2023-04-18,2023-04-27,2023-05-19,9.0,0.1161048689138578,-0.040255845591289814,0.2123364588825427,0.008493458355301709,short,-1,1.335,1.4900000000000002,2023-04-18,-0.15500000000000025,1.335,-0.11610486891385786
2023-01 -> 2023-03,2023-04,RIVN,2023-04-18,2023-04-27,2023-05-19,12.5,-0.1145038167938932,0.2455112123982966,0.2123364588825427,0.008493458355301709,long,1,2.62,2.32,2023-04-18,-0.30000000000000027,2.62,-0.11450381679389322
2023-01 -> 2023-03,2023-04,INTC,2023-04-18,2023-04-27,2023-05-19,32.0,0.143824027072758,0.31041886251525375,0.2123364588825427,0.008493458355301709,long,1,2.955,3.38,2023-04-18,0.4249999999999998,2.955,0.143824027072758
2023-01 -> 2023-03,2023-04,F,2023-04-18,2023-04-27,2023-05-19,13.0,0.3247863247863249,0.2335556863327482,0.2123364588825427,0.008493458355301709,long,1,1.17,1.55,2023-04-18,0.3800000000000001,1.17,0.3247863247863249
2023-01 -> 2023-03,2023-04,MARA,2023-04-19,2023-04-28,2023-05-19,11.0,-0.1327731092436973,-0.1273499817838892,0.2123364588825427,0.008493458355301709,short,-1,2.9749999999999996,2.58,2023-04-19,0.3949999999999996,2.9749999999999996,0.13277310924369734
2023-01 -> 2023-03,2023-04,AMZN,2023-04-19,2023-04-28,2023-05-19,105.0,-0.3517587939698492,-0.04028417158275758,0.2123364588825427,0.008493458355301709,short,-1,9.95,6.449999999999999,2023-04-19,3.5,9.95,0.35175879396984927
2023-01 -> 2023-03,2023-04,NFLX,2023-04-19,2023-04-28,2023-05-19,325.0,-0.1818181818181817,-0.02345510629707281,0.2123364588825427,0.008493458355301709,short,-1,25.025,20.475,2023-04-19,4.549999999999997,25.025,0.1818181818181817
2023-01 -> 2023-03,2023-04,NIO,2023-04-19,2023-04-28,2023-05-19,10.0,0.2951289398280803,-0.06380400206171355,0.2123364588825427,0.008493458355301709,short,-1,1.745,2.2600000000000002,2023-04-19,-0.5150000000000001,1.745,-0.2951289398280803
2023-01 -> 2023-03,2023-04,MSFT,2023-04-19,2023-04-28,2023-05-19,290.0,0.1557377049180328,-0.037888134163999374,0.2123364588825427,0.008493458355301709,short,-1,18.3,21.150000000000002,2023-04-19,-2.8500000000000014,18.3,-0.15573770491803285
2023-01 -> 2023-03,2023-04,PLTR,2023-04-19,2023-04-28,2023-05-19,8.0,-0.184313725490196,0.27773563776922505,0.2123364588825427,0.008493458355301709,long,1,1.275,1.04,2023-04-19,-0.23499999999999988,1.275,-0.184313725490196
2023-01 -> 2023-03,2023-04,META,2023-04-19,2023-04-28,2023-05-19,215.0,0.1454356846473027,0.24321975506307847,0.2123364588825427,0.008493458355301709,long,1,24.1,27.604999999999997,2023-04-19,3.5049999999999955,24.1,0.14543568464730272
2023-01 -> 2023-03,2023-04,MSFT,2023-04-20,2023-05-01,2023-05-19,285.0,0.2571041948579161,-0.17129333729065016,0.2123364588825427,0.008493458355301709,short,-1,18.475,23.225,2023-04-20,-4.75,18.475,-0.2571041948579161
2023-01 -> 2023-03,2023-04,AMZN,2023-04-20,2023-05-01,2023-05-19,105.0,-0.391919191919192,-0.1516872546013352,0.2123364588825427,0.008493458355301709,short,-1,9.9,6.02,2023-04-20,3.880000000000001,9.9,0.391919191919192
2023-01 -> 2023-03,2023-04,AMD,2023-04-20,2023-05-01,2023-05-19,90.0,-0.083116883116883,0.25761046238115637,0.2123364588825427,0.008493458355301709,long,1,9.625,8.825000000000001,2023-04-20,-0.7999999999999989,9.625,-0.083116883116883
2023-01 -> 2023-03,2023-04,AVGO,2023-04-20,2023-05-01,2023-05-19,63.0,-0.1536231884057971,-0.1574499622781851,0.2123364588825427,0.008493458355301709,short,-1,34.5,29.2,2023-04-20,5.300000000000001,34.5,0.1536231884057971
2023-01 -> 2023-03,2023-04,BABA,2023-04-20,2023-05-01,2023-05-19,90.0,-0.1014245014245013,-0.08770129255725037,0.2123364588825427,0.008493458355301709,short,-1,8.774999999999999,7.885,2023-04-20,0.8899999999999988,8.774999999999999,0.10142450142450131
2023-01 -> 2023-03,2023-04,COIN,2023-04-20,2023-05-01,2023-05-19,60.0,-0.0689165186500888,-0.0777101200997001,0.2123364588825427,0.008493458355301709,short,-1,14.075,13.104999999999999,2023-04-20,0.9700000000000006,14.075,0.06891651865008885
2023-01 -> 2023-03,2023-04,MARA,2023-04-20,2023-05-01,2023-05-19,10.0,-0.1461675579322638,-0.02566203888850203,0.2123364588825427,0.008493458355301709,short,-1,2.805,2.395,2023-04-20,0.41000000000000014,2.805,0.14616755793226385
2023-01 -> 2023-03,2023-04,AVGO,2023-04-21,2023-05-02,2023-05-19,63.0,-0.0680786686838123,-0.13206283264101132,0.2123364588825427,0.008493458355301709,short,-1,33.05,30.8,2023-04-21,2.2499999999999964,33.05,0.06807866868381231
2023-01 -> 2023-03,2023-04,TSLA,2023-04-21,2023-05-02,2023-05-19,165.0,-0.1897289586305279,-0.19357048086851547,0.2123364588825427,0.008493458355301709,short,-1,17.525000000000002,14.2,2023-04-21,3.325000000000003,17.525000000000002,0.18972895863052797
2023-01 -> 2023-03,2023-04,AAPL,2023-04-21,2023-05-02,2023-05-19,165.0,-0.0031250000000001,-0.08497108813241706,0.2123364588825427,0.008493458355301709,short,-1,9.6,9.57,2023-04-21,0.02999999999999936,9.6,0.0031249999999999334
2023-01 -> 2023-03,2023-04,NIO,2023-04-21,2023-05-02,2023-05-26,8.5,-0.0104895104895105,-0.2024483651206856,0.2123364588825427,0.008493458355301709,short,-1,1.4300000000000002,1.415,2023-04-21,0.015000000000000124,1.4300000000000002,0.010489510489510575
2023-01 -> 2023-03,2023-04,GOOGL,2023-04-21,2023-05-02,2023-05-19,105.0,-0.3400611620795108,-0.014407585573304982,0.2123364588825427,0.008493458355301709,short,-1,8.175,5.395,2023-04-21,2.780000000000001,8.175,0.3400611620795108
2023-01 -> 2023-03,2023-04,AAPL,2023-04-21,2023-05-02,2023-05-26,165.0,0.0119904076738609,-0.03981134803662375,0.2123364588825427,0.008493458355301709,short,-1,10.425,10.55,2023-04-21,-0.125,10.425,-0.011990407673860911
2023-01 -> 2023-03,2023-04,F,2023-04-21,2023-05-02,2023-05-26,12.0,-0.0772357723577235,-0.09598309382341264,0.2123364588825427,0.008493458355301709,short,-1,1.23,1.135,2023-04-21,0.09499999999999997,1.23,0.07723577235772355
2023-01 -> 2023-03,2023-04,INTC,2023-04-21,2023-05-02,2023-05-19,30.0,-0.3679417122040073,-0.07811062774891238,0.2123364588825427,0.008493458355301709,short,-1,2.745,1.7349999999999999,2023-04-21,1.0100000000000002,2.745,0.36794171220400734
2023-01 -> 2023-03,2023-04,COIN,2023-04-21,2023-05-02,2023-05-19,60.0,-0.0481060606060605,-0.11426484552560241,0.2123364588825427,0.008493458355301709,short,-1,13.2,12.565,2023-04-21,0.6349999999999998,13.2,0.04810606060606059
2023-01 -> 2023-03,2023-04,TSLA,2023-04-21,2023-05-02,2023-05-26,165.0,-0.1584905660377357,-0.04079380794271764,0.2123364588825427,0.008493458355301709,short,-1,19.875,16.725,2023-04-21,3.1499999999999986,19.875,0.15849056603773579
2023-01 -> 2023-03,2023-04,MARA,2023-04-21,2023-05-02,2023-05-19,9.0,-0.1452282157676349,-0.17940270193421778,0.2123364588825427,0.008493458355301709,short,-1,2.41,2.06,2023-04-21,0.3500000000000001,2.41,0.1452282157676349
2023-01 -> 2023-03,2023-04,BABA,2023-04-21,2023-05-02,2023-05-19,90.0,0.1919753086419753,-0.06988021661742723,0.2123364588825427,0.008493458355301709,short,-1,8.1,9.655,2023-04-21,-1.5549999999999997,8.1,-0.1919753086419753
2023-01 -> 2023-03,2023-04,MSFT,2023-04-21,2023-05-02,2023-05-26,285.0,0.2996005326231691,-0.01713485002813642,0.2123364588825427,0.008493458355301709,short,-1,18.775,24.4,2023-04-21,-5.625,18.775,-0.29960053262316916
2023-01 -> 2023-03,2023-04,MSFT,2023-04-21,2023-05-02,2023-05-19,285.0,0.3455587392550144,-0.07350052443939106,0.2123364588825427,0.008493458355301709,short,-1,17.45,23.48,2023-04-21,-6.030000000000001,17.45,-0.3455587392550144
2023-01 -> 2023-03,2023-04,MARA,2023-04-24,2023-05-03,2023-05-26,9.0,-0.0732673267326732,-0.15585047227711016,0.2123364588825427,0.008493458355301709,short,-1,2.525,2.34,2023-04-24,0.18500000000000005,2.525,0.07326732673267329
2023-01 -> 2023-03,2023-04,MSFT,2023-04-24,2023-05-03,2023-05-26,280.0,0.452910052910053,-0.08633659017406844,0.2123364588825427,0.008493458355301709,short,-1,18.9,27.46,2023-04-24,-8.560000000000002,18.9,-0.45291005291005304
2023-01 -> 2023-03,2023-04,NIO,2023-04-24,2023-05-03,2023-05-26,8.5,-0.0369003690036899,-0.11935956466959095,0.2123364588825427,0.008493458355301709,short,-1,1.355,1.3050000000000002,2023-04-24,0.04999999999999982,1.355,0.036900369003689905
2023-01 -> 2023-03,2023-04,INTC,2023-04-24,2023-05-03,2023-05-26,30.0,-0.2352941176470589,-0.10797442786207198,0.2123364588825427,0.008493458355301709,short,-1,2.8049999999999997,2.1449999999999996,2023-04-24,0.6600000000000001,2.8049999999999997,0.2352941176470589
2023-01 -> 2023-03,2023-04,TSLA,2023-04-24,2023-05-03,2023-05-26,165.0,-0.1274638633377134,-0.031112649699992674,0.2123364588825427,0.008493458355301709,short,-1,19.025,16.6,2023-04-24,2.424999999999997,19.025,0.1274638633377134
