train_period,val_period,ticker,date,exit_date,exdate,strike,r_long,r_hat,delta_long,delta_short,signal,signal_num,entry_premium,exit_premium,entry_date
2023-01 -> 2023-04,2023-05,NVDA,2023-05-23,2023-06-02,2023-06-23,30.5,1.6780342516753537,0.025980164336156613,0.007808162170552942,0.21862854077548238,long,1,33.575,89.915,2023-05-23
2023-01 -> 2023-04,2023-05,SOFI,2023-05-23,2023-06-02,2023-06-23,5.5,1.2620689655172412,0.015626053205320872,0.007808162170552942,0.21862854077548238,long,1,0.725,1.64,2023-05-23
2023-01 -> 2023-04,2023-05,NIO,2023-05-23,2023-06-02,2023-06-23,9.0,0.2218430034129695,0.19978505502573854,0.007808162170552942,0.21862854077548238,long,1,1.465,1.7900000000000003,2023-05-23
2023-01 -> 2023-04,2023-05,F,2023-05-23,2023-06-02,2023-06-23,11.5,0.21978021978022,0.2933262151291706,0.007808162170552942,0.21862854077548238,long,1,0.91,1.11,2023-05-23
2023-01 -> 2023-04,2023-05,TSLA,2023-05-23,2023-06-02,2023-06-23,185.0,0.5985203452527746,0.06197496637314906,0.007808162170552942,0.21862854077548238,long,1,20.275,32.410000000000004,2023-05-23
2023-01 -> 2023-04,2023-05,MSFT,2023-05-23,2023-06-02,2023-06-23,315.0,0.4977917981072556,0.09601814489583717,0.007808162170552942,0.21862854077548238,long,1,15.85,23.740000000000002,2023-05-23
2023-01 -> 2023-04,2023-05,INTC,2023-05-23,2023-06-02,2023-06-23,30.0,0.0197802197802197,0.008959299856233793,0.007808162170552942,0.21862854077548238,long,1,2.275,2.32,2023-05-23
2023-01 -> 2023-04,2023-05,RIVN,2023-05-23,2023-06-02,2023-06-23,14.0,-0.1189931350114417,0.10250697456283146,0.007808162170552942,0.21862854077548238,long,1,2.185,1.9249999999999998,2023-05-23
2023-01 -> 2023-04,2023-05,AAPL,2023-05-24,2023-06-05,2023-06-23,170.0,0.2437837837837838,0.15774961276325528,0.007808162170552942,0.21862854077548238,long,1,9.25,11.505,2023-05-24
2023-01 -> 2023-04,2023-05,F,2023-05-24,2023-06-05,2023-06-23,11.5,0.3833333333333332,0.12327691642567985,0.007808162170552942,0.21862854077548238,long,1,0.9,1.2449999999999999,2023-05-24
2023-01 -> 2023-04,2023-05,META,2023-05-24,2023-06-05,2023-06-23,250.0,0.3431693989071037,0.19883764447914984,0.007808162170552942,0.21862854077548238,long,1,18.3,24.58,2023-05-24
2023-01 -> 2023-04,2023-05,GOOGL,2023-05-24,2023-06-05,2023-06-23,121.0,-0.0875399361022365,0.08048800568483137,0.007808162170552942,0.21862854077548238,long,1,7.824999999999999,7.139999999999999,2023-05-24
2023-01 -> 2023-04,2023-05,SOFI,2023-05-24,2023-06-05,2023-06-23,5.5,1.5102040816326527,0.11757886346085616,0.007808162170552942,0.21862854077548238,long,1,0.7350000000000001,1.845,2023-05-24
2023-01 -> 2023-04,2023-05,PLTR,2023-05-24,2023-06-05,2023-06-23,12.0,0.9743589743589745,0.013583595266309709,0.007808162170552942,0.21862854077548238,long,1,1.755,3.4650000000000003,2023-05-24
2023-01 -> 2023-04,2023-05,MSFT,2023-05-24,2023-06-05,2023-06-23,315.0,0.4650943396226413,0.2748652674694274,0.007808162170552942,0.21862854077548238,long,1,15.9,23.294999999999998,2023-05-24
2023-01 -> 2023-04,2023-05,INTC,2023-05-24,2023-06-05,2023-06-23,29.0,-0.1140350877192981,0.008425057466740734,0.007808162170552942,0.21862854077548238,long,1,2.28,2.02,2023-05-24
2023-01 -> 2023-04,2023-05,TSLA,2023-05-24,2023-06-05,2023-06-23,185.0,0.7360493827160495,0.03581146995077841,0.007808162170552942,0.21862854077548238,long,1,20.25,35.155,2023-05-24
2023-01 -> 2023-04,2023-05,NIO,2023-05-24,2023-06-05,2023-06-23,8.0,-0.1276595744680852,0.12031348051168349,0.007808162170552942,0.21862854077548238,long,1,1.41,1.23,2023-05-24
2023-01 -> 2023-04,2023-05,SOFI,2023-05-25,2023-06-06,2023-06-23,5.0,2.7887323943661975,0.2037717341113158,0.007808162170552942,0.21862854077548238,long,1,0.71,2.69,2023-05-25
2023-01 -> 2023-04,2023-05,AAPL,2023-05-25,2023-06-06,2023-06-23,175.0,-0.12046783625731,0.12638861157600018,0.007808162170552942,0.21862854077548238,long,1,8.55,7.52,2023-05-25
2023-01 -> 2023-04,2023-05,MSFT,2023-05-25,2023-06-06,2023-06-23,325.0,-0.1728358208955223,0.025347147194280356,0.007808162170552942,0.21862854077548238,long,1,16.75,13.855,2023-05-25
2023-01 -> 2023-04,2023-05,MARA,2023-05-25,2023-06-06,2023-06-23,9.0,-0.074245939675174,0.26899589047521355,0.007808162170552942,0.21862854077548238,long,1,2.155,1.995,2023-05-25
2023-01 -> 2023-04,2023-05,BABA,2023-05-26,2023-06-07,2023-06-23,81.0,-0.1087248322147651,-0.24383980175364925,0.007808162170552942,0.21862854077548238,short,-1,7.45,6.64,2023-05-26
2023-01 -> 2023-04,2023-05,AMD,2023-05-26,2023-06-07,2023-06-23,125.0,-0.1402135231316724,0.09367463848900923,0.007808162170552942,0.21862854077548238,long,1,14.05,12.080000000000002,2023-05-26
2023-01 -> 2023-04,2023-05,PLTR,2023-05-26,2023-06-07,2023-06-30,13.5,-0.008695652173913,0.024323927722320893,0.007808162170552942,0.21862854077548238,long,1,2.3000000000000003,2.2800000000000002,2023-05-26
2023-01 -> 2023-04,2023-05,RIVN,2023-05-26,2023-06-07,2023-06-23,15.0,-0.1347826086956521,0.0415233017401391,0.007808162170552942,0.21862854077548238,long,1,2.3,1.99,2023-05-26
2023-01 -> 2023-04,2023-05,MARA,2023-05-26,2023-06-07,2023-06-30,9.0,-0.204040404040404,0.1774788272340157,0.007808162170552942,0.21862854077548238,long,1,2.475,1.97,2023-05-26
2023-01 -> 2023-04,2023-05,F,2023-05-26,2023-06-07,2023-06-23,12.0,0.811827956989247,0.07879509131791276,0.007808162170552942,0.21862854077548238,long,1,0.93,1.6849999999999998,2023-05-26
2023-01 -> 2023-04,2023-05,F,2023-05-26,2023-06-07,2023-06-30,12.0,0.6763285024154589,0.06706695770170026,0.007808162170552942,0.21862854077548238,long,1,1.035,1.7349999999999999,2023-05-26
2023-01 -> 2023-04,2023-05,INTC,2023-05-26,2023-06-07,2023-06-23,29.0,0.1583333333333333,0.08938815576011426,0.007808162170552942,0.21862854077548238,long,1,2.4,2.78,2023-05-26
2023-01 -> 2023-04,2023-05,MARA,2023-05-26,2023-06-07,2023-06-23,9.0,-0.2613636363636363,0.11138780122967652,0.007808162170552942,0.21862854077548238,long,1,2.2,1.6250000000000002,2023-05-26
2023-01 -> 2023-04,2023-05,SOFI,2023-05-30,2023-06-08,2023-06-30,6.0,1.542857142857143,0.19530702481198275,0.007808162170552942,0.21862854077548238,long,1,0.875,2.225,2023-05-30
2023-01 -> 2023-04,2023-05,TSLA,2023-05-30,2023-06-08,2023-06-30,200.0,0.5805725971370143,0.16422978839428895,0.007808162170552942,0.21862854077548238,long,1,24.450000000000003,38.645,2023-05-30
2023-01 -> 2023-04,2023-05,AAPL,2023-05-30,2023-06-08,2023-06-30,175.0,-0.0710526315789472,0.14014044072916507,0.007808162170552942,0.21862854077548238,long,1,9.5,8.825000000000001,2023-05-30
2023-01 -> 2023-04,2023-05,MSFT,2023-05-30,2023-06-08,2023-06-30,330.0,-0.2653352353780313,0.03465140741929296,0.007808162170552942,0.21862854077548238,long,1,17.525,12.875,2023-05-30
2023-01 -> 2023-04,2023-05,AMD,2023-05-30,2023-06-08,2023-06-30,125.0,-0.1368948247078464,0.17902909244692383,0.007808162170552942,0.21862854077548238,long,1,14.975,12.924999999999999,2023-05-30
2023-01 -> 2023-04,2023-05,NIO,2023-05-30,2023-06-08,2023-06-30,7.5,0.0300751879699248,-0.2393619432419092,0.007808162170552942,0.21862854077548238,short,-1,1.33,1.37,2023-05-30
2023-01 -> 2023-04,2023-05,AAPL,2023-05-31,2023-06-09,2023-06-30,175.0,-0.1169230769230769,0.1580599875115493,0.007808162170552942,0.21862854077548238,long,1,9.75,8.61,2023-05-31
2023-01 -> 2023-04,2023-05,MSFT,2023-05-31,2023-06-09,2023-06-30,330.0,-0.2639296187683284,0.024187542494407206,0.007808162170552942,0.21862854077548238,long,1,17.05,12.55,2023-05-31
2023-01 -> 2023-04,2023-05,META,2023-05-31,2023-06-09,2023-06-30,265.0,-0.2506265664160401,0.23225710001630712,0.007808162170552942,0.21862854077548238,long,1,19.95,14.95,2023-05-31
2023-01 -> 2023-04,2023-05,MARA,2023-05-31,2023-06-09,2023-06-30,10.0,-0.1934156378600822,0.0831436537243448,0.007808162170552942,0.21862854077548238,long,1,2.4299999999999997,1.96,2023-05-31
2023-01 -> 2023-04,2023-05,INTC,2023-05-31,2023-06-09,2023-06-30,31.0,-0.2235701906412477,0.02926476816987234,0.007808162170552942,0.21862854077548238,long,1,2.885,2.24,2023-05-31
2023-01 -> 2023-04,2023-05,F,2023-05-31,2023-06-09,2023-06-30,12.0,0.903061224489796,0.1800441601847926,0.007808162170552942,0.21862854077548238,long,1,0.98,1.865,2023-05-31
2023-01 -> 2023-04,2023-05,BABA,2023-05-31,2023-06-09,2023-06-30,80.0,-0.0012944983818769,0.027360025775386453,0.007808162170552942,0.21862854077548238,long,1,7.725,7.715,2023-05-31
2023-01 -> 2023-05,2023-06,NVDA,2023-06-01,2023-06-12,2023-06-30,40.0,-0.28698752228164,0.23252596049890836,0.12962717516071925,0.2736573697837406,long,1,42.075,30.0,2023-06-01
2023-01 -> 2023-05,2023-06,SOFI,2023-06-01,2023-06-12,2023-06-30,7.0,1.1238532110091746,0.5297177790854379,0.12962717516071925,0.2736573697837406,long,1,1.09,2.315,2023-06-01
2023-01 -> 2023-05,2023-06,F,2023-06-01,2023-06-12,2023-06-30,12.0,1.0662983425414363,0.22921624785928915,0.12962717516071925,0.2736573697837406,long,1,0.905,1.8699999999999999,2023-06-01
2023-01 -> 2023-05,2023-06,MARA,2023-06-02,2023-06-13,2023-06-30,10.0,-0.2793176972281448,-0.33568783480999764,0.12962717516071925,0.2736573697837406,short,-1,2.345,1.6900000000000002,2023-06-02
2023-01 -> 2023-05,2023-06,PLTR,2023-06-02,2023-06-13,2023-06-30,14.5,0.0872641509433962,0.13302181609758706,0.12962717516071925,0.2736573697837406,long,1,2.12,2.305,2023-06-02
2023-01 -> 2023-05,2023-06,SOFI,2023-06-02,2023-06-13,2023-06-30,7.0,1.6195121951219515,0.4819042197042918,0.12962717516071925,0.2736573697837406,long,1,1.025,2.685,2023-06-02
2023-01 -> 2023-05,2023-06,F,2023-06-02,2023-06-13,2023-06-30,12.5,1.0350877192982453,0.22368480701635707,0.12962717516071925,0.2736573697837406,long,1,0.855,1.7399999999999998,2023-06-02
2023-01 -> 2023-05,2023-06,META,2023-06-06,2023-06-15,2023-07-07,270.0,0.0816044260027659,0.1434022491905229,0.12962717516071925,0.2736573697837406,long,1,18.075000000000003,19.549999999999997,2023-06-06
2023-01 -> 2023-05,2023-06,MSFT,2023-06-06,2023-06-15,2023-07-07,335.0,0.3610526315789475,0.13253114514046754,0.12962717516071925,0.2736573697837406,long,1,14.25,19.395000000000003,2023-06-06
2023-01 -> 2023-05,2023-06,NFLX,2023-06-06,2023-06-15,2023-07-07,400.0,0.6353413654618474,0.5218277145406526,0.12962717516071925,0.2736573697837406,long,1,31.125,50.9,2023-06-06
2023-01 -> 2023-05,2023-06,MSFT,2023-06-07,2023-06-16,2023-07-07,325.0,0.4405315614617939,0.3562762787189277,0.12962717516071925,0.2736573697837406,long,1,15.05,21.68,2023-06-07
2023-01 -> 2023-05,2023-06,NFLX,2023-06-07,2023-06-16,2023-07-07,400.0,0.2363919129082426,0.37803983094639815,0.12962717516071925,0.2736573697837406,long,1,32.15,39.75,2023-06-07
2023-01 -> 2023-05,2023-06,AMZN,2023-06-07,2023-06-16,2023-07-07,121.0,-0.0711656441717792,0.22774561423944506,0.12962717516071925,0.2736573697837406,long,1,8.15,7.569999999999999,2023-06-07
2023-01 -> 2023-05,2023-06,META,2023-06-08,2023-06-20,2023-07-07,265.0,0.3619596541786742,0.1731803118264997,0.12962717516071925,0.2736573697837406,long,1,17.35,23.63,2023-06-08
2023-01 -> 2023-05,2023-06,F,2023-06-08,2023-06-20,2023-07-07,13.5,0.0706521739130434,0.2772009514250637,0.12962717516071925,0.2736573697837406,long,1,0.92,0.985,2023-06-08
2023-01 -> 2023-05,2023-06,PLTR,2023-06-08,2023-06-20,2023-07-07,15.0,-0.1641137855579868,0.26543662349090275,0.12962717516071925,0.2736573697837406,long,1,2.285,1.9100000000000001,2023-06-08
2023-01 -> 2023-05,2023-06,SOFI,2023-06-09,2023-06-21,2023-07-07,8.0,-0.0655737704918031,0.529743048672956,0.12962717516071925,0.2736573697837406,long,1,1.22,1.1400000000000001,2023-06-09
2023-01 -> 2023-05,2023-06,PLTR,2023-06-09,2023-06-21,2023-07-07,15.0,-0.2682926829268293,0.21176396521316002,0.12962717516071925,0.2736573697837406,long,1,2.255,1.65,2023-06-09
2023-01 -> 2023-05,2023-06,AMZN,2023-06-09,2023-06-21,2023-07-07,123.0,-0.2116504854368932,0.14050218696444206,0.12962717516071925,0.2736573697837406,long,1,7.725,6.09,2023-06-09
2023-01 -> 2023-05,2023-06,AMZN,2023-06-09,2023-06-21,2023-07-14,123.0,-0.1613832853025937,0.19002293052173164,0.12962717516071925,0.2736573697837406,long,1,8.675,7.275,2023-06-09
2023-01 -> 2023-05,2023-06,F,2023-06-09,2023-06-21,2023-07-07,13.5,-0.1465968586387435,0.2336120500077505,0.12962717516071925,0.2736573697837406,long,1,0.955,0.815,2023-06-09
2023-01 -> 2023-05,2023-06,NVDA,2023-06-12,2023-06-22,2023-07-14,39.5,0.1845238095238095,0.1773650627202058,0.12962717516071925,0.2736573697837406,long,1,37.8,44.775,2023-06-12
2023-01 -> 2023-05,2023-06,TSLA,2023-06-13,2023-06-23,2023-07-14,260.0,-0.1505216095380031,0.29113997253688106,0.12962717516071925,0.2736573697837406,long,1,33.550000000000004,28.5,2023-06-13
2023-01 -> 2023-05,2023-06,RIVN,2023-06-13,2023-06-23,2023-07-14,15.0,-0.1121495327102803,0.1453957161588302,0.12962717516071925,0.2736573697837406,long,1,2.675,2.375,2023-06-13
2023-01 -> 2023-05,2023-06,AMD,2023-06-13,2023-06-23,2023-07-14,125.0,0.2457142857142855,0.17550282205027481,0.12962717516071925,0.2736573697837406,long,1,13.125,16.349999999999998,2023-06-13
2023-01 -> 2023-05,2023-06,MARA,2023-06-14,2023-06-26,2023-07-14,9.5,0.2913752913752914,0.1839285326445169,0.12962717516071925,0.2736573697837406,long,1,2.145,2.77,2023-06-14
2023-01 -> 2023-05,2023-06,TSLA,2023-06-14,2023-06-26,2023-07-14,255.0,-0.142113095238095,0.19976620616603116,0.12962717516071925,0.2736573697837406,long,1,33.599999999999994,28.825000000000003,2023-06-14
2023-01 -> 2023-05,2023-06,TSLA,2023-06-15,2023-06-27,2023-07-14,255.0,-0.2699478001491424,0.18826992413763297,0.12962717516071925,0.2736573697837406,long,1,33.525,24.475,2023-06-15
2023-01 -> 2023-05,2023-06,F,2023-06-15,2023-06-27,2023-07-14,14.5,-0.2828282828282829,0.3184936536936833,0.12962717516071925,0.2736573697837406,long,1,0.99,0.71,2023-06-15
2023-01 -> 2023-05,2023-06,NVDA,2023-06-15,2023-06-27,2023-07-14,42.5,-0.3245459871118922,0.3147515913808496,0.12962717516071925,0.2736573697837406,long,1,42.675,28.825,2023-06-15
2023-01 -> 2023-05,2023-06,MARA,2023-06-16,2023-06-28,2023-07-14,10.0,0.654501216545012,0.1519419168409948,0.12962717516071925,0.2736573697837406,long,1,2.055,3.4,2023-06-16
2023-01 -> 2023-05,2023-06,MARA,2023-06-16,2023-06-28,2023-07-21,10.0,0.5423728813559323,0.15505618489283363,0.12962717516071925,0.2736573697837406,long,1,2.36,3.64,2023-06-16
2023-01 -> 2023-05,2023-06,TSLA,2023-06-16,2023-06-28,2023-07-21,260.0,-0.2084382871536525,0.4957421490600936,0.12962717516071925,0.2736573697837406,long,1,39.7,31.424999999999997,2023-06-16
2023-01 -> 2023-05,2023-06,TSLA,2023-06-16,2023-06-28,2023-07-14,260.0,-0.2758620689655172,0.3342171084385636,0.12962717516071925,0.2736573697837406,long,1,33.349999999999994,24.15,2023-06-16
2023-01 -> 2023-05,2023-06,SOFI,2023-06-16,2023-06-28,2023-07-14,8.5,-0.3020134228187919,0.4367741362660584,0.12962717516071925,0.2736573697837406,long,1,1.49,1.04,2023-06-16
2023-01 -> 2023-05,2023-06,F,2023-06-16,2023-06-28,2023-07-14,14.5,-0.1891891891891891,0.3201452543036012,0.12962717516071925,0.2736573697837406,long,1,0.925,0.75,2023-06-16
2023-01 -> 2023-05,2023-06,F,2023-06-16,2023-06-28,2023-07-21,14.0,-0.026431718061674,0.5819344286789807,0.12962717516071925,0.2736573697837406,long,1,1.135,1.105,2023-06-16
2023-01 -> 2023-05,2023-06,PLTR,2023-06-16,2023-06-28,2023-07-21,16.0,-0.2093023255813953,0.230117298072782,0.12962717516071925,0.2736573697837406,long,1,2.58,2.04,2023-06-16
2023-01 -> 2023-05,2023-06,NVDA,2023-06-16,2023-06-28,2023-07-21,42.5,-0.2186813186813187,0.16085412992660866,0.12962717516071925,0.2736573697837406,long,1,45.5,35.55,2023-06-16
2023-01 -> 2023-05,2023-06,NVDA,2023-06-16,2023-06-28,2023-07-14,42.5,-0.250308261405672,0.2034218110366587,0.12962717516071925,0.2736573697837406,long,1,40.55,30.4,2023-06-16
2023-01 -> 2023-05,2023-06,SOFI,2023-06-16,2023-06-28,2023-07-21,9.0,-0.2727272727272726,0.7343930091957517,0.12962717516071925,0.2736573697837406,long,1,1.65,1.2000000000000002,2023-06-16
2023-01 -> 2023-05,2023-06,NFLX,2023-06-16,2023-06-28,2023-07-21,430.0,-0.1309953584321815,0.4554540244822167,0.12962717516071925,0.2736573697837406,long,1,48.475,42.125,2023-06-16
2023-01 -> 2023-05,2023-06,NIO,2023-06-16,2023-06-28,2023-07-21,9.0,-0.1911262798634811,0.564091088842299,0.12962717516071925,0.2736573697837406,long,1,1.465,1.185,2023-06-16
2023-01 -> 2023-05,2023-06,RIVN,2023-06-20,2023-06-29,2023-07-21,15.0,-0.2010135135135134,0.19628403796946411,0.12962717516071925,0.2736573697837406,long,1,2.96,2.365,2023-06-20
2023-01 -> 2023-05,2023-06,PLTR,2023-06-20,2023-06-29,2023-07-21,16.0,-0.1848049281314169,0.2594884407948064,0.12962717516071925,0.2736573697837406,long,1,2.435,1.9849999999999999,2023-06-20
2023-01 -> 2023-05,2023-06,F,2023-06-20,2023-06-29,2023-07-21,14.0,0.1594202898550722,0.5220293215860435,0.12962717516071925,0.2736573697837406,long,1,1.035,1.2,2023-06-20
2023-01 -> 2023-05,2023-06,TSLA,2023-06-20,2023-06-29,2023-07-21,275.0,-0.156474820143885,0.46943342928362364,0.12962717516071925,0.2736573697837406,long,1,41.7,35.175,2023-06-20
2023-01 -> 2023-05,2023-06,NFLX,2023-06-20,2023-06-29,2023-07-21,435.0,-0.1077654516640253,0.3406920834381798,0.12962717516071925,0.2736573697837406,long,1,47.325,42.225,2023-06-20
2023-01 -> 2023-05,2023-06,NVDA,2023-06-20,2023-06-29,2023-07-21,44.0,-0.0547713156408807,0.2854664759587722,0.12962717516071925,0.2736573697837406,long,1,44.275,41.85,2023-06-20
2023-01 -> 2023-05,2023-06,NIO,2023-06-20,2023-06-29,2023-07-21,9.0,-0.2147887323943661,0.5862180220481542,0.12962717516071925,0.2736573697837406,long,1,1.42,1.115,2023-06-20
2023-01 -> 2023-05,2023-06,INTC,2023-06-20,2023-06-29,2023-07-21,35.0,-0.1186708860759493,0.35319409742293917,0.12962717516071925,0.2736573697837406,long,1,3.16,2.785,2023-06-20
2023-01 -> 2023-05,2023-06,NVDA,2023-06-21,2023-06-30,2023-07-21,43.0,-0.2574377656344869,0.4143193458433574,0.12962717516071925,0.2736573697837406,long,1,41.175,30.575,2023-06-21
2023-01 -> 2023-05,2023-06,AVGO,2023-06-21,2023-06-30,2023-07-21,85.0,-0.1516007532956683,0.18864278924606748,0.12962717516071925,0.2736573697837406,long,1,53.099999999999994,45.050000000000004,2023-06-21
2023-01 -> 2023-05,2023-06,F,2023-06-21,2023-06-30,2023-07-21,14.0,0.4042553191489363,0.33664564099673255,0.12962717516071925,0.2736573697837406,long,1,0.94,1.32,2023-06-21
2023-01 -> 2023-05,2023-06,NIO,2023-06-21,2023-06-30,2023-07-21,9.0,-0.0833333333333332,0.3984994575084804,0.12962717516071925,0.2736573697837406,long,1,1.3199999999999998,1.21,2023-06-21
2023-01 -> 2023-05,2023-06,NFLX,2023-06-21,2023-06-30,2023-07-21,425.0,-0.037325905292479,0.16062544740132906,0.12962717516071925,0.2736573697837406,long,1,44.875,43.2,2023-06-21
2023-01 -> 2023-05,2023-06,F,2023-06-22,2023-07-03,2023-07-21,14.0,0.5053191489361701,0.22726646718583426,0.12962717516071925,0.2736573697837406,long,1,0.94,1.4149999999999998,2023-06-22
2023-01 -> 2023-05,2023-06,NIO,2023-06-22,2023-07-03,2023-07-21,9.0,0.0843373493975901,0.21157094397734827,0.12962717516071925,0.2736573697837406,long,1,1.245,1.3499999999999999,2023-06-22
2023-01 -> 2023-05,2023-06,NVDA,2023-06-22,2023-07-03,2023-07-21,43.0,-0.2503225806451613,0.3562561001037537,0.12962717516071925,0.2736573697837406,long,1,38.75,29.05,2023-06-22
2023-01 -> 2023-05,2023-06,F,2023-06-23,2023-07-05,2023-07-28,14.0,0.3688524590163934,0.36686001622535874,0.12962717516071925,0.2736573697837406,long,1,1.22,1.67,2023-06-23
2023-01 -> 2023-05,2023-06,F,2023-06-23,2023-07-05,2023-07-21,14.0,0.6611111111111111,0.21868853003467037,0.12962717516071925,0.2736573697837406,long,1,0.8999999999999999,1.4949999999999999,2023-06-23
2023-01 -> 2023-05,2023-06,F,2023-06-26,2023-07-06,2023-07-28,14.0,0.1958333333333334,0.3910985273045891,0.12962717516071925,0.2736573697837406,long,1,1.2,1.435,2023-06-26
2023-01 -> 2023-05,2023-06,NVDA,2023-06-26,2023-07-06,2023-07-28,40.5,-0.1050314465408806,0.1303243737719018,0.12962717516071925,0.2736573697837406,long,1,39.75,35.574999999999996,2023-06-26
2023-01 -> 2023-05,2023-06,F,2023-06-27,2023-07-07,2023-07-28,14.5,-0.0378151260504201,0.438396707033756,0.12962717516071925,0.2736573697837406,long,1,1.19,1.145,2023-06-27
2023-01 -> 2023-05,2023-06,META,2023-06-27,2023-07-07,2023-07-28,285.0,0.0040225261464198,0.14809533767576505,0.12962717516071925,0.2736573697837406,long,1,31.075000000000003,31.2,2023-06-27
2023-01 -> 2023-05,2023-06,F,2023-06-28,2023-07-10,2023-07-28,15.0,-0.1701244813278009,0.35207251840610776,0.12962717516071925,0.2736573697837406,long,1,1.205,1.0,2023-06-28
2023-01 -> 2023-05,2023-06,TSLA,2023-06-28,2023-07-10,2023-07-28,255.0,-0.0938864628820961,0.1445011076438806,0.12962717516071925,0.2736573697837406,long,1,34.35,31.125,2023-06-28
2023-01 -> 2023-05,2023-06,META,2023-06-29,2023-07-11,2023-07-28,280.0,0.1365159128978223,0.13814979737671873,0.12962717516071925,0.2736573697837406,long,1,29.85,33.925,2023-06-29
2023-01 -> 2023-05,2023-06,NVDA,2023-06-30,2023-07-12,2023-08-04,42.5,-0.0829238329238329,0.2148593389167057,0.12962717516071925,0.2736573697837406,long,1,40.7,37.325,2023-06-30
2023-01 -> 2023-05,2023-06,NVDA,2023-06-30,2023-07-12,2023-07-28,42.5,-0.1146853146853147,0.18604815083158419,0.12962717516071925,0.2736573697837406,long,1,35.75,31.65,2023-06-30
2023-01 -> 2023-06,2023-07,NVDA,2023-07-03,2023-07-13,2023-08-04,42.5,0.1994981179422836,-0.09947472319988676,0.30487096033421046,0.09461512562096186,short,-1,39.849999999999994,47.8,2023-07-03
2023-01 -> 2023-06,2023-07,SOFI,2023-07-03,2023-07-13,2023-08-04,8.5,0.0899999999999998,-0.10313224358041377,0.30487096033421046,0.09461512562096186,short,-1,1.5,1.6349999999999998,2023-07-03
2023-01 -> 2023-06,2023-07,INTC,2023-07-05,2023-07-14,2023-08-04,33.0,-0.0469483568075118,-0.1333499043759036,0.30487096033421046,0.09461512562096186,short,-1,3.1950000000000003,3.045,2023-07-05
2023-01 -> 2023-06,2023-07,NVDA,2023-07-05,2023-07-14,2023-08-04,42.5,0.1394016549968171,-0.14448367165936232,0.30487096033421046,0.09461512562096186,short,-1,39.275000000000006,44.75,2023-07-05
2023-01 -> 2023-06,2023-07,SOFI,2023-07-05,2023-07-14,2023-08-04,8.5,0.1083916083916082,-0.16200516675302526,0.30487096033421046,0.09461512562096186,short,-1,1.4300000000000002,1.585,2023-07-05
2023-01 -> 2023-06,2023-07,INTC,2023-07-06,2023-07-17,2023-08-04,32.0,0.1493710691823901,-0.24758774686560503,0.30487096033421046,0.09461512562096186,short,-1,3.1799999999999997,3.6550000000000002,2023-07-06
2023-01 -> 2023-06,2023-07,NVDA,2023-07-06,2023-07-17,2023-08-04,42.0,0.3912760416666666,-0.17102707280596033,0.30487096033421046,0.09461512562096186,short,-1,38.4,53.425,2023-07-06
2023-01 -> 2023-06,2023-07,AAPL,2023-07-06,2023-07-17,2023-08-04,190.0,-0.0942307692307691,-0.10243585598312258,0.30487096033421046,0.09461512562096186,short,-1,10.4,9.42,2023-07-06
2023-01 -> 2023-06,2023-07,SOFI,2023-07-06,2023-07-17,2023-08-04,8.0,0.381118881118881,-0.34184974554495556,0.30487096033421046,0.09461512562096186,short,-1,1.4300000000000002,1.975,2023-07-06
2023-01 -> 2023-06,2023-07,PLTR,2023-07-07,2023-07-18,2023-08-04,15.5,0.472361809045226,-0.12150847832479626,0.30487096033421046,0.09461512562096186,short,-1,1.99,2.9299999999999997,2023-07-07
2023-01 -> 2023-06,2023-07,AAPL,2023-07-07,2023-07-18,2023-08-04,190.0,-0.0491048593350384,-0.1037653671139538,0.30487096033421046,0.09461512562096186,short,-1,9.775,9.295,2023-07-07
2023-01 -> 2023-06,2023-07,NIO,2023-07-07,2023-07-18,2023-08-04,10.0,-0.1245674740484427,-0.1054662989197365,0.30487096033421046,0.09461512562096186,short,-1,1.4449999999999998,1.2650000000000001,2023-07-07
2023-01 -> 2023-06,2023-07,INTC,2023-07-07,2023-07-18,2023-08-04,32.0,0.2147540983606558,-0.17476205445867102,0.30487096033421046,0.09461512562096186,short,-1,3.0500000000000003,3.7050000000000005,2023-07-07
2023-01 -> 2023-06,2023-07,SOFI,2023-07-07,2023-07-18,2023-08-04,8.0,0.4854014598540145,-0.13349415049463537,0.30487096033421046,0.09461512562096186,short,-1,1.37,2.035,2023-07-07
2023-01 -> 2023-06,2023-07,AAPL,2023-07-10,2023-07-19,2023-08-11,190.0,0.0638095238095236,-0.1679973871899408,0.30487096033421046,0.09461512562096186,short,-1,10.5,11.169999999999998,2023-07-10
2023-01 -> 2023-06,2023-07,SOFI,2023-07-12,2023-07-21,2023-08-11,9.0,-0.0327380952380952,-0.10056539788035851,0.30487096033421046,0.09461512562096186,short,-1,1.68,1.625,2023-07-12
2023-01 -> 2023-06,2023-07,AMZN,2023-07-12,2023-07-21,2023-08-11,131.0,-0.0107758620689655,-0.12582036765476173,0.30487096033421046,0.09461512562096186,short,-1,11.6,11.475000000000001,2023-07-12
2023-01 -> 2023-06,2023-07,TSLA,2023-07-13,2023-07-24,2023-08-11,280.0,-0.2974777448071217,-0.09915729338296222,0.30487096033421046,0.09461512562096186,short,-1,33.7,23.675,2023-07-13
